Taxon	Gene	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Dbia	DB10_00008362	0.0379	0.6136	0.0235	0.5830	0.318	0.630	0.761	29.13	0.950	0.662	322	333	-0.705105	0.057057
Dsuz	DS10_00006199	0.1095	0.5146	0.1015	0.5315	0.266	0.445	0.643	38.12	0.829	0.607	333	341	-0.672434	0.055718
Dtak	DT10_00004890	0.1038	0.5031	0.1010	0.5306	0.247	0.393	0.608	39.24	0.832	0.614	380	395	-0.535696	0.053165
Dmel	FBpp0112376	0.1167	0.5047	0.1281	0.4984	0.252	0.415	0.619	41.47	0.801	0.600	391	401	-0.701746	0.052369
Dbia	DB10_00011304	0.3816	0.3421	0.2857	0.2542	0.187	0.045	0.398	59.20	0.466	0.456	88	95	-0.231579	0.168421
Dsuz	DS10_00007647	0.2692	0.3590	0.3284	0.2656	0.142	0.086	0.409	54.52	0.511	0.495	88	95	-0.185263	0.157895
Dtak	DT10_00011958	0.2979	0.4468	0.3514	0.2222	0.166	0.072	0.429	41.35	0.518	0.480	56	59	-0.835593	0.169492
Dmel	FBpp0078871	0.2237	0.4211	0.2698	0.3492	0.232	0.232	0.511	51.07	0.614	0.533	88	97	-0.632990	0.195876
Dsuz	DS10_00010040	0.2882	0.3681	0.2685	0.3490	0.234	0.133	0.447	55.33	0.557	0.518	539	560	-0.587143	0.103571
Dbia	DB10_00002978	0.2713	0.3989	0.2305	0.3734	0.231	0.188	0.485	51.86	0.600	0.534	447	466	-0.608369	0.118026
Dtak	DT10_00002391	0.2730	0.3701	0.2047	0.4233	0.232	0.189	0.486	52.24	0.616	0.544	453	472	-0.605932	0.116525
Dmel	FBpp0288891	0.2657	0.3499	0.2540	0.4038	0.242	0.140	0.453	50.88	0.586	0.533	563	584	-0.526884	0.102740
Dtak	DT10_00009706	0.2041	0.4592	0.2683	0.3067	0.175	0.084	0.400	48.06	0.618	0.510	110	115	-0.870435	0.026087
Dbia	DB10_00008035	0.1857	0.3714	0.1594	0.4925	0.158	0.269	0.518	40.21	0.711	0.589	83	86	-0.489535	0.069767
Dsuz	DS10_00003516	0.2679	0.2679	0.3194	0.5000	0.175	0.053	0.420	48.00	0.568	0.549	88	91	-1.419780	0.043956
Dmel	FBpp0086518	0.3696	0.1739	0.2500	0.4054	0.168	0.020	0.340	49.52	0.460	0.532	50	52	-0.026923	0.076923
Dbia	DB10_00003688	0.1395	0.4729	0.2213	0.3898	0.199	0.272	0.526	48.50	0.704	0.575	152	156	-1.056410	0.102564
Dsuz	DS10_00000251	0.3121	0.3064	0.3081	0.3190	0.182	0.052	0.387	59.38	0.495	0.479	212	217	-0.920277	0.078341
Dtak	DT10_00007266	0.3132	0.2747	0.3098	0.3257	0.161	0.024	0.362	56.71	0.484	0.487	221	226	-0.925221	0.079646
Dmel	FBpp0072207	0.2588	0.3235	0.2222	0.4036	0.192	0.152	0.436	48.56	0.598	0.558	204	208	-0.910096	0.062500
Dsuz	DS10_00010043	0.2387	0.5613	0.2026	0.2985	0.284	0.362	0.595	40.11	0.651	0.494	195	207	-0.206763	0.072464
Dbia	DB10_00002981	0.2065	0.6065	0.1634	0.3284	0.324	0.426	0.636	39.84	0.708	0.514	195	207	-0.218841	0.072464
Dtak	DT10_00002394	0.1987	0.6154	0.1623	0.3259	0.307	0.407	0.622	38.36	0.714	0.517	196	207	-0.194686	0.072464
Dmel	FBpp0076819	0.1975	0.5287	0.1634	0.4286	0.294	0.357	0.592	42.63	0.714	0.512	196	207	-0.198068	0.072464
Dbia	DB10_00008003	0.3130	0.3562	0.2902	0.3476	0.255	0.093	0.427	55.39	0.530	0.483	1019	1037	-0.595757	0.072324
Dsuz	DS10_00000409	0.3223	0.3350	0.3200	0.3293	0.233	0.041	0.394	57.75	0.498	0.471	1018	1037	-0.586403	0.073288
Dtak	DT10_00001887	0.3451	0.3257	0.2957	0.3229	0.239	0.043	0.389	57.54	0.493	0.472	1104	1125	-0.502489	0.070222
Dmel	FBpp0086393	0.3748	0.2949	0.3416	0.2817	0.237	-0.030	0.347	56.69	0.436	0.448	971	995	-0.525829	0.062312
Dmel	FBpp0086289	0.1963	0.4634	0.1102	0.4821	0.326	0.387	0.603	41.50	0.748	0.581	453	465	-0.198925	0.096774
Dbia	DB10_00007975	0.1021	0.5524	0.0927	0.5044	0.336	0.541	0.703	35.87	0.841	0.616	454	465	-0.176129	0.101075
Dsuz	DS10_00000447	0.1276	0.5312	0.0763	0.5163	0.317	0.521	0.689	36.70	0.833	0.611	454	465	-0.197635	0.101075
Dtak	DT10_00002613	0.1123	0.5379	0.0824	0.5164	0.324	0.518	0.687	35.64	0.840	0.618	451	462	-0.174243	0.099567
Dmel	FBpp0081700	0.2830	0.3962	0.2486	0.2635	0.204	0.191	0.459	59.49	0.549	0.539	233	240	0.187500	0.079167
Dbia	DB10_00006385	0.3092	0.3816	0.2278	0.2831	0.243	0.172	0.446	50.25	0.545	0.528	231	238	0.182353	0.088235
Dsuz	DS10_00010518	0.3314	0.3081	0.3333	0.2246	0.201	0.060	0.366	49.14	0.440	0.488	191	200	0.211500	0.095000
Dtak	DT10_00011218	0.3029	0.3798	0.2360	0.2919	0.238	0.163	0.442	53.59	0.545	0.520	231	237	0.187764	0.088608
Dmel	FBpp0086499	0.2806	0.4365	0.2467	0.3651	0.304	0.177	0.483	54.06	0.598	0.499	590	599	-0.904674	0.063439
Dbia	DB10_00008056	0.2328	0.4767	0.1917	0.4224	0.302	0.267	0.538	51.54	0.675	0.532	593	600	-0.834000	0.063333
Dsuz	DS10_00003500	0.2472	0.4655	0.1792	0.4352	0.312	0.293	0.555	47.79	0.674	0.534	589	597	-0.875209	0.063652
Dtak	DT10_00001793	0.2335	0.4780	0.1845	0.4334	0.313	0.285	0.549	47.55	0.681	0.532	601	609	-0.894745	0.062397
Dtak	DT10_00001706	0.1793	0.5127	0.1514	0.3508	0.253	0.371	0.583	44.56	0.717	0.587	516	550	0.336909	0.110909
Dbia	DB10_00001313	0.1461	0.5617	0.1022	0.3844	0.282	0.467	0.647	38.65	0.786	0.612	529	562	0.309075	0.110320
Dsuz	DS10_00007669	0.2124	0.4784	0.1740	0.3324	0.241	0.311	0.544	49.19	0.670	0.568	528	562	0.288078	0.110320
Dmel	FBpp0112150	0.2236	0.4513	0.1794	0.3497	0.259	0.313	0.546	47.92	0.657	0.563	527	562	0.288612	0.110320
Dmel	FBpp0070998	0.2088	0.4570	0.1873	0.4385	0.261	0.284	0.543	50.79	0.688	0.551	519	537	-0.451583	0.081937
Dbia	DB10_00004562	0.1095	0.5499	0.0742	0.5544	0.262	0.494	0.676	36.90	0.854	0.620	521	536	-0.435821	0.078358
Dsuz	DS10_00004280	0.1470	0.5277	0.1053	0.5038	0.268	0.441	0.641	39.96	0.800	0.599	524	539	-0.430056	0.079777
Dtak	DT10_00004489	0.0573	0.6608	0.0478	0.5045	0.301	0.593	0.737	32.17	0.916	0.655	285	292	-0.481849	0.078767
Dmel	FBpp0297667	0.2512	0.4140	0.1905	0.3756	0.226	0.215	0.483	50.18	0.638	0.584	520	533	-0.860976	0.041276
Dbia	DB10_00001382	0.1854	0.5080	0.1208	0.4204	0.270	0.364	0.583	42.74	0.749	0.628	961	990	-0.730101	0.050505
Dsuz	DS10_00011510	0.2425	0.4527	0.1466	0.4031	0.257	0.284	0.533	47.01	0.683	0.594	953	979	-0.771706	0.057201
Dtak	DT10_00004229	0.2314	0.4711	0.1295	0.3965	0.273	0.293	0.536	46.45	0.701	0.607	840	861	-0.703484	0.059233
Dmel	FBpp0070999	0.2168	0.3986	0.1667	0.5000	0.252	0.277	0.538	52.44	0.696	0.561	184	187	-0.412834	0.064171
Dbia	DB10_00004567	0.1608	0.4685	0.1234	0.5205	0.256	0.393	0.611	40.24	0.773	0.615	185	187	-0.470588	0.058824
Dsuz	DS10_00008105	0.1643	0.4500	0.1634	0.5000	0.262	0.334	0.576	42.82	0.739	0.595	184	187	-0.443316	0.058824
Dtak	DT10_00004486	0.1489	0.4823	0.1218	0.5203	0.303	0.438	0.643	40.18	0.784	0.621	185	188	-0.423404	0.058511
Dbia	DB10_00006785	0.1298	0.5080	0.1018	0.5174	0.278	0.448	0.642	39.64	0.813	0.625	793	814	-0.787838	0.045455
Dtak	DT10_00008833	0.1785	0.4628	0.1381	0.4771	0.264	0.381	0.598	44.04	0.745	0.593	768	791	-0.784071	0.044248
Dsuz	DS10_00001358	0.1796	0.4180	0.1686	0.4914	0.245	0.317	0.554	46.39	0.719	0.586	734	754	-0.795491	0.038462
Dmel	FBpp0078652	0.1846	0.4439	0.1109	0.5395	0.270	0.371	0.593	42.67	0.766	0.595	551	566	-0.807597	0.042403
Dtak	DT10_00001232	0.2670	0.4034	0.1560	0.5023	0.345	0.397	0.623	45.03	0.688	0.595	260	276	-0.904710	0.068841
Dbia	DB10_00003080	0.2857	0.4464	0.1311	0.4683	0.327	0.442	0.650	40.65	0.695	0.604	246	265	-0.907170	0.060377
Dsuz	DS10_00003335	0.2739	0.4777	0.1029	0.4950	0.346	0.451	0.657	41.10	0.732	0.622	239	256	-1.013281	0.050781
Dmel	FBpp0297707	0.2789	0.4354	0.2077	0.3833	0.311	0.325	0.575	42.53	0.627	0.588	212	226	-0.768142	0.048673
Dtak	DT10_00006930	0.4321	0.1975	0.3380	0.2000	0.135	-0.160	0.225	45.71	0.337	0.522	89	104	-0.360577	0.182692
Dsuz	DS10_00002308	0.4267	0.2200	0.3360	0.1967	0.173	-0.058	0.294	47.67	0.350	0.524	163	178	-0.410674	0.123596
Dbia	DB10_00003430	0.3514	0.2297	0.4328	0.1493	0.170	-0.071	0.268	61.00	0.329	0.525	82	94	-0.357447	0.180851
Dmel	FBpp0111333	0.3571	0.2619	0.3529	0.1912	0.142	-0.073	0.281	54.20	0.393	0.526	89	104	-0.395192	0.192308
Dtak	DT10_00001231	0.2943	0.3619	0.2481	0.3464	0.190	0.129	0.435	53.19	0.560	0.508	809	844	-0.648934	0.054502
Dbia	DB10_00003079	0.2614	0.3871	0.2144	0.3722	0.201	0.193	0.473	52.41	0.609	0.535	849	885	-0.559548	0.049718
Dsuz	DS10_00003336	0.3046	0.3460	0.2554	0.3310	0.184	0.105	0.416	51.98	0.540	0.503	735	763	-0.560944	0.051114
Dmel	FBpp0078000	0.3256	0.2926	0.3128	0.3282	0.196	-0.012	0.345	58.16	0.484	0.471	620	650	-0.491077	0.063077
Dtak	DT10_00001230	0.2511	0.4156	0.1864	0.4528	0.217	0.257	0.533	47.45	0.660	0.550	291	301	-0.700665	0.069767
Dbia	DB10_00003078	0.1593	0.5044	0.1374	0.5294	0.241	0.386	0.620	46.06	0.774	0.580	287	299	-0.749833	0.066890
Dsuz	DS10_00003338	0.2105	0.4342	0.2000	0.4657	0.262	0.278	0.553	48.52	0.683	0.551	284	300	-0.584333	0.073333
Dmel	FBpp0078055	0.2545	0.4000	0.2350	0.4000	0.234	0.226	0.509	52.76	0.614	0.521	267	275	-0.590909	0.072727
Dtak	DT10_00006287	0.3379	0.3534	0.2158	0.3452	0.197	0.124	0.436	54.16	0.541	0.480	665	699	0.048784	0.117310
Dbia	DB10_00002719	0.2504	0.4370	0.2059	0.3499	0.220	0.220	0.497	51.84	0.625	0.515	664	701	0.048787	0.121255
Dsuz	DS10_00010000	0.3142	0.3787	0.2388	0.3109	0.207	0.122	0.434	53.67	0.544	0.486	1271	1336	0.043862	0.119012
Dmel	FBpp0075915	0.3436	0.3179	0.2560	0.3393	0.190	0.079	0.408	53.99	0.507	0.472	665	704	0.112784	0.122159
Dtak	DT10_00006934	0.2688	0.3763	0.4250	0.2297	0.175	0.047	0.405	61.00	0.468	0.458	111	118	-0.764407	0.161017
Dbia	DB10_00003434	0.2688	0.3978	0.2857	0.3158	0.181	0.160	0.464	46.84	0.555	0.508	110	118	-0.803390	0.135593
Dsuz	DS10_00002304	0.2444	0.4000	0.4118	0.2051	0.189	0.075	0.413	59.62	0.477	0.475	109	118	-0.715254	0.152542
Dmel	FBpp0111332	0.2717	0.4022	0.3810	0.2237	0.214	0.090	0.423	60.07	0.486	0.469	111	118	-0.668644	0.135593
Dtak	DT10_00006285	0.1832	0.4457	0.1357	0.4582	0.235	0.295	0.532	44.88	0.738	0.617	1053	1081	-0.925902	0.041628
Dbia	DB10_00002721	0.1900	0.4543	0.1543	0.4417	0.255	0.299	0.540	45.63	0.719	0.595	2173	2223	-0.664462	0.060279
Dsuz	DS10_00010001	0.2066	0.4366	0.1719	0.4088	0.255	0.262	0.512	46.12	0.689	0.604	1259	1294	-0.920634	0.040958
Dmel	FBpp0303315	0.2410	0.3795	0.2115	0.3854	0.236	0.183	0.459	51.36	0.626	0.584	1211	1243	-0.895656	0.039421
Dtak	DT10_00001234	0.2772	0.4000	0.2238	0.3929	0.247	0.231	0.508	54.19	0.602	0.520	354	368	-0.396739	0.062500
Dbia	DB10_00003082	0.2351	0.4351	0.2042	0.3977	0.247	0.237	0.506	51.63	0.645	0.540	352	367	-0.337057	0.059946
Dsuz	DS10_00003334	0.2733	0.4144	0.2688	0.3429	0.256	0.204	0.493	51.84	0.572	0.506	430	449	-0.526949	0.057906
Dmel	FBpp0078057	0.2535	0.3993	0.2768	0.3693	0.284	0.198	0.486	52.38	0.580	0.501	352	367	-0.401907	0.059946
Dbia	DB10_00005110	0.2105	0.5158	0.0741	0.5135	0.221	0.428	0.646	37.88	0.770	0.589	113	116	-0.221552	0.112069
Dsuz	DS10_00005560	0.2660	0.4894	0.0864	0.4730	0.226	0.355	0.602	46.37	0.717	0.563	113	116	-0.216379	0.112069
Dtak	DT10_00002571	0.2660	0.4681	0.1358	0.4384	0.234	0.324	0.580	39.10	0.679	0.551	112	115	-0.079131	0.113043
Dmel	FBpp0298015	0.3125	0.3854	0.1882	0.4304	0.222	0.183	0.496	47.36	0.607	0.532	117	119	-0.294118	0.100840
Dmel	FBpp0074242	0.1943	0.4818	0.1409	0.4974	0.310	0.441	0.648	44.18	0.730	0.538	293	321	0.234579	0.133956
Dbia	DB10_00004725	0.1743	0.5168	0.1495	0.4680	0.305	0.431	0.642	43.96	0.743	0.555	385	412	0.036165	0.123786
Dsuz	DS10_00004004	0.1722	0.4804	0.1566	0.4980	0.289	0.417	0.630	43.19	0.737	0.552	384	413	0.032203	0.121065
Dtak	DT10_00004539	0.0887	0.5887	0.0909	0.5440	0.323	0.600	0.747	35.49	0.857	0.584	293	321	0.258256	0.133956
Dsuz	DS10_00008268	0.3349	0.3028	0.3434	0.2567	0.200	-0.022	0.329	53.03	0.447	0.482	255	260	-0.503462	0.053846
Dbia	DB10_00005810	0.2604	0.3585	0.2724	0.3439	0.218	0.115	0.417	57.08	0.562	0.533	324	330	-0.545152	0.042424
Dtak	DT10_00004526	0.2992	0.3220	0.3243	0.2840	0.200	0.054	0.372	53.46	0.486	0.491	317	323	-0.569040	0.046440
Dmel	FBpp0073962	0.3146	0.3109	0.3309	0.3130	0.212	0.029	0.367	50.37	0.484	0.493	341	347	-0.764553	0.046110
Dtak	DT10_00001079	0.1711	0.4766	0.1558	0.4625	0.245	0.328	0.562	45.91	0.739	0.599	633	646	-0.641177	0.047988
Dbia	DB10_00005719	0.1138	0.5210	0.1153	0.5039	0.250	0.440	0.634	38.25	0.815	0.634	639	652	-0.651841	0.044479
Dsuz	DS10_00007414	0.1315	0.4940	0.1308	0.4981	0.242	0.396	0.606	40.58	0.789	0.625	644	657	-0.654642	0.044140
Dmel	FBpp0073807	0.1896	0.4591	0.1557	0.4577	0.265	0.337	0.568	44.92	0.724	0.596	646	659	-0.654173	0.042489
Dbia	DB10_00004996	0.2042	0.4204	0.1803	0.4858	0.237	0.298	0.553	46.09	0.699	0.580	445	456	-0.792763	0.041667
Dsuz	DS10_00006814	0.2246	0.4031	0.1813	0.4809	0.237	0.276	0.539	50.12	0.683	0.571	432	442	-0.812443	0.042986
Dtak	DT10_00008801	0.1988	0.4410	0.1662	0.4840	0.231	0.325	0.571	46.31	0.715	0.580	431	442	-0.797964	0.042986
Dmel	FBpp0290722	0.2594	0.3919	0.2161	0.4266	0.251	0.262	0.530	49.60	0.629	0.549	466	477	-0.779455	0.039832
Dbia	DB10_00003356	0.1583	0.5188	0.1512	0.4298	0.262	0.386	0.603	44.81	0.749	0.602	602	631	-0.511410	0.071315
Dtak	DT10_00008668	0.1820	0.5000	0.1865	0.3888	0.253	0.345	0.575	46.47	0.702	0.585	520	545	-0.557248	0.069725
Dmel	FBpp0071456	0.1932	0.4375	0.2336	0.3799	0.221	0.240	0.503	47.73	0.649	0.573	447	465	-0.562151	0.043011
Dsuz	DS10_00002390	0.2147	0.4000	0.2553	0.3842	0.212	0.193	0.476	52.18	0.617	0.553	441	459	-0.641176	0.041394
Dsuz	DS10_00003765	0.3014	0.3247	0.2747	0.3373	0.197	0.057	0.387	58.88	0.524	0.500	910	945	-0.347302	0.097354
Dbia	DB10_00001909	0.2872	0.3412	0.2580	0.3606	0.216	0.078	0.402	58.51	0.552	0.510	901	934	-0.376124	0.093148
Dtak	DT10_00005881	0.3081	0.3187	0.2644	0.3558	0.222	0.069	0.395	57.38	0.529	0.498	883	917	-0.351690	0.097056
Dmel	FBpp0079947	0.3399	0.3096	0.2805	0.3211	0.228	0.030	0.373	58.31	0.492	0.484	888	924	-0.361472	0.098485
Dsuz	DS10_00008269	0.3116	0.4007	0.2415	0.4000	0.263	0.178	0.492	56.40	0.579	0.478	368	374	-0.368182	0.125668
Dbia	DB10_00005809	0.2148	0.4966	0.1798	0.4408	0.242	0.341	0.590	48.24	0.696	0.528	368	374	-0.360962	0.125668
Dtak	DT10_00004527	0.2241	0.4966	0.1751	0.4464	0.279	0.323	0.578	44.81	0.693	0.529	358	364	-0.244780	0.129121
Dmel	FBpp0073919	0.2945	0.4110	0.1962	0.4744	0.282	0.222	0.522	50.90	0.628	0.500	368	377	-0.296021	0.122016
Dsuz	DS10_00011887	0.2339	0.5403	0.0714	0.2747	0.273	0.444	0.625	36.07	0.719	0.618	128	129	0.413178	0.124031
Dbia	DB10_00000358	0.1613	0.5726	0.0900	0.3011	0.266	0.526	0.680	32.55	0.773	0.649	128	129	0.531783	0.116279
Dtak	DT10_00007109	0.1626	0.6260	0.0722	0.2556	0.297	0.565	0.709	33.19	0.787	0.643	127	128	0.474219	0.132812
Dmel	FBpp0075226	0.2034	0.5424	0.1158	0.2644	0.282	0.440	0.623	39.17	0.713	0.621	122	123	0.529268	0.121951
Dbia	DB10_00009592	0.1370	0.5274	0.1511	0.4173	0.215	0.394	0.608	42.42	0.764	0.637	347	353	-0.920113	0.050992
Dsuz	DS10_00006148	0.2553	0.4326	0.2222	0.3166	0.199	0.224	0.497	52.00	0.607	0.580	336	345	-0.963478	0.057971
Dtak	DT10_00000045	0.1648	0.4831	0.1493	0.4353	0.278	0.392	0.605	42.65	0.741	0.631	324	327	-0.850153	0.055046
Dmel	FBpp0070854	0.2397	0.3745	0.2462	0.4056	0.268	0.223	0.503	48.17	0.609	0.551	330	335	-0.737015	0.068657
Dmel	FBpp0078727	0.2239	0.3900	0.2025	0.4910	0.253	0.252	0.525	51.14	0.665	0.517	316	326	-0.074233	0.138037
Dbia	DB10_00002441	0.3043	0.4111	0.2478	0.3286	0.251	0.150	0.461	55.39	0.565	0.476	308	320	-0.048125	0.140625
Dsuz	DS10_00000864	0.3477	0.3633	0.2652	0.3070	0.212	0.115	0.440	56.98	0.515	0.465	309	321	-0.021495	0.140187
Dtak	DT10_00004408	0.2529	0.4241	0.2574	0.3529	0.249	0.205	0.492	53.45	0.597	0.496	313	324	-0.068210	0.141975
Dsuz	DS10_00003537	0.2156	0.4447	0.1708	0.4150	0.219	0.287	0.536	48.00	0.680	0.516	422	448	0.343080	0.120536
Dbia	DB10_00005309	0.2151	0.4435	0.1584	0.4291	0.232	0.314	0.553	46.90	0.690	0.523	423	448	0.347545	0.120536
Dtak	DT10_00009688	0.1935	0.4785	0.1389	0.4324	0.225	0.345	0.572	45.40	0.723	0.534	423	448	0.362946	0.120536
Dmel	FBpp0086486	0.2359	0.3941	0.2623	0.3502	0.201	0.198	0.476	53.33	0.592	0.491	424	449	0.332740	0.120267
Dmel	FBpp0073468	0.3046	0.2843	0.2732	0.3977	0.210	0.126	0.441	52.85	0.534	0.531	236	248	-0.268145	0.064516
Dbia	DB10_00004035	0.2367	0.4155	0.1786	0.4188	0.199	0.248	0.512	50.13	0.664	0.573	250	257	-0.331907	0.062257
Dsuz	DS10_00005993	0.2837	0.3302	0.2260	0.4200	0.204	0.155	0.452	56.34	0.589	0.546	263	273	-0.338828	0.065934
Dtak	DT10_00010772	0.2342	0.3468	0.2255	0.4467	0.202	0.211	0.487	54.68	0.627	0.572	263	272	-0.352206	0.073529
Dmel	FBpp0074241	0.1908	0.4393	0.2513	0.4237	0.256	0.191	0.494	50.67	0.654	0.543	231	239	-1.000418	0.046025
Dbia	DB10_00004726	0.1859	0.5385	0.2391	0.3699	0.271	0.240	0.520	47.60	0.670	0.547	221	229	-1.049782	0.048035
Dsuz	DS10_00004006	0.2138	0.4528	0.2857	0.3567	0.229	0.150	0.461	50.24	0.607	0.533	219	229	-1.147162	0.048035
Dtak	DT10_00004537	0.1677	0.4720	0.2353	0.4350	0.285	0.273	0.540	46.22	0.683	0.557	224	231	-1.036363	0.051948
Dtak	DT10_00001919	0.2908	0.3987	0.2331	0.3320	0.228	0.161	0.456	57.02	0.572	0.493	353	370	-0.010811	0.086486
Dbia	DB10_00009876	0.2049	0.4700	0.2292	0.3405	0.242	0.260	0.521	51.01	0.646	0.531	328	343	0.085714	0.093294
Dsuz	DS10_00009057	0.2567	0.4133	0.2873	0.3033	0.211	0.163	0.460	57.88	0.562	0.487	352	367	-0.022616	0.098093
Dmel	FBpp0075310	0.2867	0.4091	0.2822	0.2757	0.212	0.100	0.420	58.47	0.540	0.479	326	342	0.063743	0.096491
Dtak	DT10_00006882	0.2947	0.3448	0.2842	0.3580	0.197	0.079	0.408	50.95	0.532	0.448	370	388	0.281959	0.123711
Dbia	DB10_00004084	0.3082	0.3553	0.2698	0.3360	0.204	0.098	0.419	61.00	0.532	0.460	370	388	0.278866	0.131443
Dsuz	DS10_00010866	0.3086	0.3426	0.3237	0.2951	0.183	0.018	0.367	58.43	0.491	0.442	373	388	0.305155	0.126289
Dmel	FBpp0084554	0.3115	0.3364	0.2873	0.3388	0.208	0.083	0.408	55.34	0.516	0.446	370	391	0.276982	0.140665
Dbia	DB10_00005114	0.2090	0.4552	0.2403	0.2602	0.202	0.284	0.513	51.70	0.612	0.596	152	156	-0.526923	0.051282
Dsuz	DS10_00005556	0.2443	0.4046	0.2479	0.2735	0.187	0.232	0.483	50.82	0.578	0.580	147	150	-0.663333	0.053333
Dtak	DT10_00002567	0.2348	0.4318	0.2562	0.2522	0.210	0.199	0.459	52.64	0.581	0.564	148	152	-0.661842	0.052632
Dmel	FBpp0085907	0.2734	0.3453	0.2705	0.2696	0.191	0.130	0.407	52.01	0.527	0.563	150	154	-0.595454	0.045455
Dmel	FBpp0085779	0.3573	0.2914	0.2940	0.3396	0.180	-0.018	0.349	57.95	0.471	0.422	578	603	0.155721	0.122720
Dsuz	DS10_00006779	0.3142	0.3202	0.3000	0.3351	0.186	0.027	0.376	58.22	0.502	0.449	572	598	0.062709	0.130435
Dbia	DB10_00005038	0.3235	0.3235	0.2313	0.3925	0.197	0.049	0.389	57.33	0.544	0.463	570	597	0.127136	0.125628
Dtak	DT10_00003080	0.3537	0.3262	0.2700	0.3184	0.200	0.014	0.375	59.82	0.488	0.449	365	381	0.145931	0.104987
Dmel	FBpp0078970	0.1877	0.4308	0.2045	0.4393	0.226	0.264	0.524	51.30	0.687	0.571	399	411	-0.736253	0.068127
Dbia	DB10_00002087	0.1381	0.4955	0.1273	0.4809	0.227	0.354	0.578	44.86	0.784	0.614	403	413	-0.799031	0.055690
Dsuz	DS10_00004538	0.1138	0.5150	0.1348	0.4823	0.228	0.351	0.576	43.43	0.799	0.618	403	414	-0.765942	0.050725
Dtak	DT10_00010236	0.1169	0.5262	0.1066	0.5112	0.238	0.394	0.608	40.39	0.821	0.624	403	414	-0.767150	0.062802
Dsuz	DS10_00001421	0.1826	0.5652	0.1731	0.4314	0.279	0.367	0.608	49.72	0.736	0.586	148	153	-1.769935	0.111111
Dbia	DB10_00000554	0.1724	0.5603	0.1863	0.4257	0.270	0.363	0.605	51.08	0.735	0.597	147	153	-1.745752	0.117647
Dtak	DT10_00002765	0.2393	0.4444	0.3048	0.3558	0.239	0.145	0.470	53.14	0.597	0.545	149	154	-1.820130	0.116883
Dmel	FBpp0075522	0.2143	0.5268	0.2075	0.3905	0.297	0.260	0.541	46.35	0.685	0.578	146	151	-1.674172	0.112583
Dtak	DT10_00006885	0.2590	0.3770	0.2296	0.4556	0.254	0.246	0.528	48.62	0.627	0.538	445	459	-0.980174	0.045752
Dbia	DB10_00004082	0.2872	0.3547	0.2107	0.4788	0.255	0.271	0.546	48.90	0.626	0.528	438	453	-1.003753	0.048565
Dsuz	DS10_00010605	0.3268	0.2996	0.2795	0.4158	0.218	0.096	0.432	52.65	0.538	0.495	377	392	-0.958418	0.038265
Dmel	FBpp0084582	0.2905	0.3547	0.2115	0.4697	0.242	0.224	0.515	50.36	0.622	0.533	431	448	-0.964063	0.049107
Dbia	DB10_00002368	0.1239	0.5246	0.1169	0.4719	0.239	0.391	0.604	39.82	0.803	0.619	699	713	-0.624544	0.047686
Dsuz	DS10_00003077	0.1729	0.4709	0.1609	0.4362	0.223	0.304	0.550	45.60	0.727	0.591	693	707	-0.660538	0.048091
Dtak	DT10_00002313	0.1588	0.5034	0.1467	0.4299	0.224	0.338	0.571	44.07	0.750	0.600	704	720	-0.644306	0.045833
Dmel	FBpp0080593	0.1448	0.5116	0.1640	0.4195	0.251	0.358	0.583	42.79	0.748	0.607	619	633	-0.585782	0.044234
Dmel	FBpp0078971	0.2750	0.3483	0.2195	0.4163	0.234	0.177	0.466	54.35	0.599	0.516	2042	2096	-0.046040	0.071565
Dbia	DB10_00002088	0.2374	0.4013	0.1836	0.4355	0.247	0.263	0.523	50.55	0.659	0.542	2132	2182	-0.020257	0.073327
Dsuz	DS10_00004537	0.2393	0.3897	0.1861	0.4442	0.256	0.270	0.527	49.91	0.655	0.540	2232	2293	-0.031225	0.076755
Dtak	DT10_00010235	0.2205	0.3931	0.1615	0.4869	0.252	0.284	0.536	47.92	0.691	0.553	2045	2097	-0.043300	0.072961
Dmel	FBpp0081876	0.1547	0.5110	0.1358	0.5479	0.288	0.422	0.640	41.89	0.782	0.578	522	533	-1.138461	0.030019
Dbia	DB10_00004201	0.1148	0.5189	0.1297	0.5333	0.264	0.441	0.647	39.49	0.808	0.608	923	941	-1.182040	0.025505
Dsuz	DS10_00009566	0.1436	0.5249	0.1153	0.5651	0.285	0.462	0.666	38.95	0.806	0.587	521	533	-1.137711	0.030019
Dtak	DT10_00008301	0.1191	0.5141	0.1202	0.5439	0.264	0.451	0.653	38.47	0.814	0.610	928	947	-1.179409	0.025343
Dsuz	DS10_00001422	0.1704	0.5471	0.1187	0.4115	0.309	0.448	0.647	37.78	0.765	0.606	272	284	-0.707747	0.038732
Dbia	DB10_00000555	0.1390	0.5605	0.0909	0.4571	0.306	0.499	0.680	35.73	0.812	0.622	272	284	-0.692958	0.038732
Dtak	DT10_00002764	0.1310	0.5502	0.0913	0.4689	0.309	0.488	0.672	35.96	0.818	0.630	274	287	-0.686760	0.038328
Dmel	FBpp0075516	0.2105	0.4518	0.1991	0.4000	0.295	0.316	0.565	42.86	0.670	0.569	276	290	-0.764483	0.037931
