Gene	Taxon	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
12078	DT10_00010943	Dtak	0.2407	0.3619	0.2725	0.3507	0.241	0.146	0.44	37.671875	0.576	0.539	2102	2147	-0.631067	0.047042
12079	DT10_00010944	Dtak	0.1519	0.5442	0.0723	0.4502	0.255	0.432	0.622	17.578125	0.812	0.63	426	436	-0.430046	0.050459
12080	DT10_00010945	Dtak	0.2226	0.4487	0.1818	0.3785	0.227	0.222	0.491	33.671875	0.664	0.543	654	686	-0.138776	0.084548
12081	DT10_00010946	Dtak	0.2958	0.4366	0.322	0.2857	0.276	0.16	0.471	19.234375	0.54	0.462	87	93	-0.783871	0.11828
12082	DT10_00010950	Dtak	0.4287	0.2112	0.4505	0.1882	0.175	-0.2	0.227	34.21875	0.302	0.352	1750	1794	-0.409197	0.079153
12083	DT10_00010962	Dtak	0.1736	0.5186	0.1329	0.4486	0.279	0.414	0.622	16.453125	0.753	0.587	571	599	-0.412855	0.108514
12084	DT10_00010963	Dtak	0.1146	0.4479	0.2041	0.5165	0.187	0.319	0.562	18.640625	0.744	0.578	121	124	-0.630645	0.024194
12085	DT10_00010964	Dtak	0.1765	0.4608	0.2143	0.3617	0.177	0.24	0.492	22.90625	0.675	0.554	120	127	0.107086	0.047244
12086	DT10_00010965	Dtak	0.1311	0.541	0.1308	0.4135	0.281	0.508	0.676	17.921875	0.784	0.618	139	145	-0.133104	0.068966
12087	DT10_00010966	Dtak	0.1843	0.4203	0.1336	0.5356	0.244	0.319	0.568	24.828125	0.749	0.606	694	703	-0.812945	0.046942
12088	DT10_00010975	Dtak	0.1927	0.413	0.16	0.4648	0.226	0.236	0.494	25.40625	0.71	0.6	1661	1689	-0.813914	0.031972
12089	DT10_00010985	Dtak	0.2558	0.4227	0.2121	0.3813	0.256	0.2	0.483	38.140625	0.627	0.552	915	947	-0.868955	0.07075
12090	DT10_00010986	Dtak	0.2402	0.4021	0.2275	0.4154	0.215	0.22	0.505	35.546875	0.63	0.526	467	488	-0.578278	0.106557
12091	DT10_00010987	Dtak	0.2524	0.4697	0.1593	0.4338	0.296	0.392	0.619	23.296875	0.683	0.581	1123	1154	-1.108146	0.058925
12092	DT10_00010989	Dtak	0.2497	0.3811	0.212	0.3632	0.224	0.202	0.474	28.96875	0.609	0.551	1095	1131	-0.334394	0.041556
12093	DT10_00010992	Dtak	0.1667	0.5167	0.1296	0.5	0.266	0.397	0.627	25.96875	0.773	0.599	75	79	-0.868354	0.063291
12094	DT10_00010993	Dtak	0.184	0.528	0.1156	0.4192	0.278	0.391	0.606	21.03125	0.751	0.559	426	442	0.134842	0.126697
12095	DT10_00010994	Dtak	0.2276	0.4897	0.1432	0.4237	0.272	0.302	0.557	27.671875	0.704	0.565	531	559	-0.469589	0.087657
12096	DT10_00010995	Dtak	0.2134	0.5032	0.148	0.4444	0.273	0.355	0.594	21.59375	0.717	0.561	382	402	-0.526617	0.129353
12097	DT10_00010996	Dtak	0.1322	0.522	0.0796	0.5815	0.346	0.55	0.716	10.484375	0.834	0.58	373	387	-0.213179	0.069767
12098	DT10_00010998	Dtak	0.1776	0.4673	0.1569	0.4105	0.21	0.349	0.573	32.890625	0.718	0.605	124	129	-0.269767	0.085271
12099	DT10_00011000	Dtak	0.1778	0.4454	0.1537	0.4576	0.236	0.292	0.532	24.40625	0.729	0.605	730	757	-0.729855	0.070013
12100	DT10_00011003	Dtak	0.2282	0.5041	0.1447	0.3923	0.304	0.335	0.566	20.21875	0.707	0.616	648	651	-1.183871	0.026114
12101	DT10_00011005	Dtak	0.2622	0.3742	0.1855	0.4438	0.238	0.239	0.511	34.1875	0.643	0.557	619	647	-0.45796	0.03864
12102	DT10_00011006	Dtak	0.2049	0.3889	0.1839	0.4184	0.207	0.237	0.487	24.65625	0.668	0.583	979	998	-0.301002	0.049098
12103	DT10_00011009	Dtak	0.1667	0.5469	0.1111	0.3765	0.258	0.518	0.688	13.828125	0.765	0.628	221	230	-0.206522	0.069565
12104	DT10_00011017	Dtak	0.2791	0.412	0.1943	0.3779	0.201	0.239	0.517	32.609375	0.616	0.552	362	374	-0.502406	0.072193
12105	DT10_00011020	Dtak	0.2107	0.4214	0.2068	0.4162	0.249	0.233	0.501	27.40625	0.663	0.581	2508	2574	-0.806877	0.040404
12106	DT10_00011023	Dtak	0.3774	0.1887	0.396	0.3222	0.163	-0.183	0.256	47.078125	0.38	0.408	129	134	-0.063433	0.059701
12107	DT10_00011024	Dtak	0.2418	0.3378	0.2651	0.4601	0.2	0.138	0.449	43.671875	0.609	0.519	772	796	-0.840076	0.030151
12108	DT10_00011025	Dtak	0.1864	0.4842	0.1525	0.4261	0.254	0.321	0.557	23.90625	0.725	0.575	1424	1481	-0.336192	0.09183
12109	DT10_00011026	Dtak	0.1731	0.5058	0.125	0.5116	0.291	0.399	0.627	19.6875	0.764	0.558	632	656	-0.167835	0.094512
12110	DT10_00011041	Dtak	0.2233	0.4215	0.2015	0.4032	0.273	0.271	0.529	29.53125	0.651	0.537	1184	1227	0.086797	0.08639
12111	DT10_00011042	Dtak	0.2578	0.4089	0.1804	0.4042	0.219	0.193	0.478	36.9375	0.641	0.547	602	637	-0.252119	0.1146
12112	DT10_00011043	Dtak	0.3088	0.3339	0.2658	0.3409	0.229	0.121	0.434	39.84375	0.535	0.535	793	810	-0.585309	0.051852
12113	DT10_00011044	Dtak	0.233	0.468	0.1827	0.4017	0.284	0.277	0.538	27.53125	0.67	0.536	1251	1295	-0.401545	0.054054
12114	DT10_00011045	Dtak	0.2428	0.4205	0.1905	0.3737	0.21	0.211	0.483	34.171875	0.64	0.558	929	967	-0.244054	0.068252
12115	DT10_00011047	Dtak	0.2407	0.4722	0.1181	0.4213	0.278	0.368	0.595	19.09375	0.706	0.558	513	524	-0.183206	0.101145
12116	DT10_00011048	Dtak	0.1419	0.5398	0.1089	0.4916	0.315	0.493	0.675	13.421875	0.798	0.601	342	359	-0.123398	0.103064
12117	DT10_00011050	Dtak	0.2296	0.4894	0.1196	0.4272	0.265	0.384	0.604	20.703125	0.719	0.576	409	425	-0.377177	0.065882
12118	DT10_00011051	Dtak	0.2	0.4653	0.1083	0.489	0.259	0.305	0.55	25.46875	0.75	0.587	300	315	-0.537778	0.079365
12119	DT10_00011052	Dtak	0.1934	0.4953	0.1224	0.5243	0.3	0.339	0.584	21.59375	0.757	0.546	267	284	-0.757042	0.091549
12120	DT10_00011053	Dtak	0.1577	0.568	0.092	0.4343	0.251	0.439	0.64	14.921875	0.793	0.575	536	562	0.28452	0.108541
12121	DT10_00011057	Dtak	0.4789	0.2169	0.418	0.1993	0.214	-0.192	0.245	37.109375	0.307	0.372	424	435	-0.529885	0.078161
12122	DT10_00011061	Dtak	0.1338	0.543	0.0823	0.4808	0.257	0.458	0.644	12.140625	0.818	0.588	853	893	-0.006271	0.096305
12123	DT10_00011066	Dtak	0.2183	0.4648	0.3125	0.3137	0.249	0.187	0.492	31.765625	0.585	0.532	195	206	-1.003398	0.053398
12124	DT10_00011068	Dtak	0.3017	0.2888	0.3065	0.4025	0.165	0.009	0.37	38.5	0.526	0.472	308	318	-0.858176	0.066038
12125	DT10_00011071	Dtak	0.1352	0.5409	0.1284	0.4406	0.288	0.469	0.658	14.3125	0.785	0.582	307	330	0.305758	0.175758
12126	DT10_00011072	Dtak	0.1021	0.5877	0.0824	0.4646	0.323	0.509	0.682	8.9375	0.848	0.615	592	616	-0.289935	0.11526
12127	DT10_00011075	Dtak	0.1689	0.5117	0.1034	0.4966	0.264	0.385	0.6	17.78125	0.783	0.586	760	778	-0.71401	0.057841
12128	DT10_00011076	Dtak	0.1128	0.5564	0.0769	0.5695	0.29	0.499	0.684	12.421875	0.856	0.637	187	190	-0.943158	0.021053
12129	DT10_00011077	Dtak	0.1439	0.5638	0.1133	0.4607	0.284	0.474	0.667	15.09375	0.795	0.608	810	833	-0.487755	0.082833
12130	DT10_00011080	Dtak	0.2151	0.4131	0.1676	0.4735	0.217	0.294	0.55	26.65625	0.691	0.568	709	737	-0.493623	0.080054
12131	DT10_00011087	Dtak	0.1146	0.7604	0.1235	0.3151	0.367	0.629	0.769	8.875	0.821	0.583	117	123	-0.319512	0.154472
12132	DT10_00011091	Dtak	0.274	0.3761	0.2135	0.4139	0.249	0.221	0.5	34.765625	0.61	0.524	2097	2165	-0.348915	0.054042
12133	DT10_00011096	Dtak	0.1174	0.5749	0.1211	0.4203	0.311	0.517	0.688	10.421875	0.804	0.598	285	304	-0.028947	0.121711
12134	DT10_00011099	Dtak	0.2346	0.3769	0.2218	0.4538	0.262	0.211	0.494	34	0.636	0.517	324	336	-0.055655	0.068452
12135	DT10_00011103	Dtak	0.1818	0.5065	0.142	0.5244	0.277	0.418	0.636	15.40625	0.756	0.564	217	227	-0.771806	0.030837
12136	DT10_00011105	Dtak	0.2222	0.5093	0.2717	0.2209	0.211	0.157	0.447	28.453125	0.602	0.521	123	128	-1.09375	0.078125
12137	DT10_00011108	Dtak	0.1556	0.4667	0.1979	0.4343	0.229	0.285	0.535	24.84375	0.713	0.511	254	274	0.559854	0.145985
12138	DT10_00011109	Dtak	0.311	0.3758	0.2302	0.2764	0.195	0.096	0.406	45.78125	0.537	0.493	505	533	0.806192	0.133208
12139	DT10_00011110	Dtak	0.2237	0.3289	0.2317	0.4533	0.185	0.22	0.484	21.484375	0.621	0.541	95	101	-0.036634	0.049505
12140	DT10_00011112	Dtak	0.2796	0.4194	0.3038	0.3919	0.229	0.198	0.508	26.015625	0.576	0.467	118	120	-0.480833	0.1
12141	DT10_00011113	Dtak	0.327	0.3324	0.3159	0.3274	0.21	0.05	0.4	45.078125	0.497	0.472	467	480	-0.364583	0.077083
12142	DT10_00011115	Dtak	0.328	0.3408	0.325	0.3267	0.235	0.038	0.405	41.8125	0.498	0.473	410	422	-0.876777	0.054502
12143	DT10_00011116	Dtak	0.1746	0.5385	0.1494	0.4111	0.266	0.37	0.591	19.890625	0.742	0.577	629	645	-0.988062	0.04031
12144	DT10_00011117	Dtak	0.1726	0.4886	0.1464	0.4307	0.246	0.327	0.556	21.09375	0.738	0.581	2080	2138	-0.4413	0.056595
12145	DT10_00011122	Dtak	0.3555	0.2571	0.396	0.2407	0.202	-0.094	0.294	44.671875	0.393	0.465	1400	1434	-0.66318	0.051604
12146	DT10_00011124	Dtak	0.3896	0.1979	0.418	0.2472	0.192	-0.184	0.229	39.0625	0.345	0.421	1194	1223	-0.564432	0.04906
12147	DT10_00011127	Dtak	0.2564	0.4	0.2658	0.3537	0.227	0.161	0.473	44.21875	0.586	0.525	222	231	-0.358009	0.051948
12148	DT10_00011130	Dtak	0.1925	0.4603	0.2262	0.3828	0.187	0.229	0.507	37.140625	0.664	0.556	286	296	-0.701351	0.087838
12149	DT10_00011131	Dtak	0.1057	0.5245	0.0748	0.5254	0.265	0.473	0.658	10.09375	0.851	0.664	631	661	-0.585325	0.06354
12150	DT10_00011133	Dtak	0.2328	0.3621	0.2377	0.3537	0.255	0.213	0.477	30.125	0.6	0.556	432	443	-0.613093	0.03386
12151	DT10_00011142	Dtak	0.23	0.5	0.2188	0.3146	0.27	0.236	0.516	21.734375	0.639	0.548	122	126	-0.170635	0.079365
12152	DT10_00011144	Dtak	0.3053	0.3327	0.2731	0.3186	0.212	0.044	0.372	42.953125	0.525	0.554	650	668	-0.64491	0.079341
12153	DT10_00011151	Dtak	0.4069	0.1655	0.5556	0.1667	0.134	-0.306	0.186	29.125	0.243	0.321	177	183	-0.156284	0.142076
12154	DT10_00011156	Dtak	0.2398	0.3937	0.2098	0.3411	0.222	0.191	0.465	38.96875	0.615	0.614	260	264	-0.255682	0.037879
12155	DT10_00011157	Dtak	0.1582	0.4133	0.1968	0.4022	0.202	0.246	0.489	29.328125	0.692	0.6	221	231	-0.066667	0.056277
12156	DT10_00011161	Dtak	0.2743	0.441	0.1263	0.4699	0.245	0.361	0.602	23.5	0.687	0.532	367	380	-0.215263	0.044737
12157	DT10_00011165	Dtak	0.2778	0.3681	0.1778	0.4711	0.183	0.167	0.471	35.578125	0.632	0.486	174	183	0.44918	0.10929
12158	DT10_00011171	Dtak	0.1236	0.5	0.0827	0.5437	0.265	0.427	0.626	13.5625	0.835	0.635	720	737	-0.944912	0.028494
12159	DT10_00011172	Dtak	0.1275	0.4996	0.0857	0.5403	0.268	0.415	0.621	11.453125	0.826	0.633	1369	1413	-0.601062	0.051663
12160	DT10_00011173	Dtak	0.2101	0.479	0.113	0.5	0.294	0.471	0.661	16.953125	0.752	0.601	673	683	-0.654905	0.055637
12161	DT10_00011174	Dtak	0.104	0.656	0.0488	0.4783	0.312	0.715	0.821	2.5	0.878	0.634	156	164	0.026219	0.042683
12162	DT10_00011175	Dtak	0.1376	0.5436	0.1228	0.4542	0.256	0.488	0.674	14.125	0.79	0.622	362	367	-0.129973	0.081744
12163	DT10_00011178	Dtak	0.266	0.422	0.2015	0.3424	0.227	0.227	0.499	36.421875	0.614	0.559	337	350	-0.570857	0.042857
12164	DT10_00011179	Dtak	0.2835	0.3747	0.267	0.3662	0.19	0.147	0.455	43.375	0.565	0.492	492	507	-0.303353	0.08284
12165	DT10_00011180	Dtak	0.2759	0.377	0.2274	0.3835	0.25	0.237	0.515	30.8125	0.595	0.544	550	555	-0.705946	0.046847
12166	DT10_00011183	Dtak	0.4203	0.2391	0.4921	0.1863	0.227	-0.222	0.243	39.234375	0.309	0.389	567	578	-0.911765	0.055363
12167	DT10_00011184	Dtak	0.4248	0.232	0.4097	0.2786	0.213	-0.188	0.273	40.90625	0.367	0.394	392	404	-0.585891	0.10396
12168	DT10_00011189	Dtak	0.2562	0.4196	0.2232	0.4358	0.254	0.219	0.512	38.90625	0.629	0.5	1030	1079	-0.229935	0.115848
12169	DT10_00011192	Dtak	0.1132	0.566	0.1655	0.4154	0.272	0.476	0.659	12.65625	0.778	0.604	185	191	-0.651832	0.04712
12170	DT10_00011195	Dtak	0.3636	0.281	0.3276	0.215	0.199	-0.011	0.317	41.75	0.41	0.448	139	143	0.61958	0.083916
12171	DT10_00011197	Dtak	0.3436	0.319	0.2431	0.3582	0.192	0.086	0.414	40.921875	0.524	0.507	191	201	0.11791	0.094527
12172	DT10_00011198	Dtak	0.344	0.3017	0.2777	0.3452	0.194	0.031	0.376	40.671875	0.498	0.469	825	868	-0.035253	0.08871
12173	DT10_00011201	Dtak	0.255	0.4109	0.2828	0.3428	0.236	0.136	0.453	43.03125	0.579	0.477	475	497	0.105433	0.177062
12174	DT10_00011202	Dtak	0.2296	0.4296	0.2049	0.3913	0.266	0.214	0.491	40.109375	0.648	0.552	159	165	-0.465455	0.066667
12175	DT10_00011205	Dtak	0.3002	0.3924	0.2546	0.3719	0.249	0.151	0.462	34.3125	0.569	0.499	552	572	-0.577622	0.075175
12176	DT10_00011213	Dtak	0.1625	0.4708	0.1228	0.4828	0.223	0.355	0.578	24.015625	0.765	0.596	571	592	-0.25321	0.089527
12177	DT10_00011214	Dtak	0.2464	0.4058	0.3495	0.4375	0.219	0.123	0.488	34.875	0.569	0.497	123	128	-1.598438	0.023438
12178	DT10_00011217	Dtak	0.2889	0.5889	0.1286	0.3485	0.301	0.337	0.604	21.9375	0.685	0.494	111	114	-0.85614	0.192982
12179	DT10_00011218	Dtak	0.3029	0.3798	0.236	0.2919	0.238	0.163	0.442	36.25	0.545	0.52	231	237	0.187764	0.088608
12180	DT10_00011219	Dtak	0.1446	0.5277	0.1258	0.3825	0.229	0.305	0.528	20.71875	0.767	0.626	738	758	-0.516095	0.056728
12181	DT10_00011220	Dtak	0.1512	0.4884	0.2081	0.4225	0.257	0.286	0.547	24.265625	0.716	0.576	201	210	-0.44	0.104762
12182	DT10_00011232	Dtak	0.1827	0.4808	0.1498	0.4333	0.258	0.323	0.56	21.765625	0.73	0.576	614	623	-1.030658	0.072231
12183	DT10_00011235	Dtak	0.1596	0.4836	0.1259	0.5026	0.247	0.355	0.584	22.765625	0.768	0.579	522	541	-0.392421	0.077634
12184	DT10_00011241	Dtak	0.0913	0.5894	0.1136	0.4813	0.285	0.489	0.674	12.359375	0.84	0.641	307	320	-0.444375	0.084375
12185	DT10_00011253	Dtak	0.3736	0.3407	0.2025	0.3239	0.232	0.132	0.433	25.875	0.519	0.478	104	108	0.107407	0.092593
12186	DT10_00011258	Dtak	0.3355	0.2961	0.3143	0.3731	0.211	0.02	0.389	37.984375	0.5	0.461	190	198	-0.671212	0.10101
12187	DT10_00011267	Dtak	0.1691	0.4759	0.1358	0.4586	0.264	0.308	0.547	21.4375	0.749	0.602	888	913	-0.495509	0.086528
12188	DT10_00011273	Dtak	0.0756	0.6723	0.0976	0.531	0.318	0.601	0.758	7.4375	0.87	0.618	161	165	-0.970303	0.072727
12189	DT10_00011276	Dtak	0.2235	0.4245	0.164	0.4805	0.262	0.303	0.551	28.28125	0.692	0.553	1206	1243	-0.207723	0.097345
12190	DT10_00011277	Dtak	0.1408	0.5596	0.1434	0.4351	0.253	0.478	0.669	12.8125	0.773	0.588	335	343	-0.34723	0.072886
12191	DT10_00011286	Dtak	0.1095	0.6667	0.0497	0.4145	0.376	0.558	0.714	8.0625	0.868	0.615	227	231	-0.172727	0.069264
12192	DT10_00011287	Dtak	0.1967	0.4171	0.1634	0.464	0.215	0.309	0.549	26.078125	0.701	0.594	499	520	-0.176923	0.076923
12193	DT10_00011288	Dtak	0.2418	0.4306	0.1651	0.4175	0.245	0.261	0.521	30.953125	0.665	0.533	731	767	-0.048631	0.102999
12194	DT10_00011290	Dtak	0.2029	0.4565	0.1715	0.4572	0.237	0.296	0.548	24.90625	0.696	0.524	471	495	0.30303	0.127273
12195	DT10_00011292	Dtak	0.3697	0.3636	0.25	0.2719	0.19	0.034	0.382	34.390625	0.489	0.405	186	190	0.620526	0.110526
12196	DT10_00011294	Dtak	0.2466	0.4451	0.1762	0.3808	0.245	0.254	0.517	30.859375	0.654	0.543	768	800	-0.15525	0.09
12197	DT10_00011296	Dtak	0.4632	0.1471	0.4874	0.1553	0.164	-0.26	0.191	27.484375	0.229	0.34	157	161	-0.253416	0.043478
12198	DT10_00011308	Dtak	0.2251	0.3789	0.2253	0.4096	0.265	0.228	0.502	35.6875	0.632	0.577	919	945	-0.72381	0.032804
12199	DT10_00011311	Dtak	0.3019	0.3019	0.3846	0.3889	0.174	-0.043	0.359	17.921875	0.474	0.358	78	80	-1.07125	0.0625
12200	DT10_00011317	Dtak	0.3006	0.3324	0.2375	0.392	0.193	0.111	0.429	38.546875	0.564	0.511	413	427	-0.697424	0.084309
12201	DT10_00011324	Dtak	0.163	0.4946	0.2204	0.3908	0.226	0.316	0.561	26.796875	0.691	0.538	230	236	-0.092797	0.097458
12202	DT10_00011333	Dtak	0.0508	0.678	0.0496	0.4685	0.268	0.642	0.764	NA	0.917	0.644	144	149	-0.30604	0.067114
12203	DT10_00011335	Dtak	0.4416	0.1961	0.4199	0.2424	0.18	-0.195	0.238	38.453125	0.324	0.383	824	847	-0.430461	0.096812
12204	DT10_00011338	Dtak	0.4322	0.2125	0.4051	0.2678	0.186	-0.173	0.261	39.828125	0.352	0.383	987	1021	-0.372674	0.106758
12205	DT10_00011343	Dtak	0.3737	0.2509	0.3757	0.2256	0.2	-0.085	0.288	43.84375	0.379	0.45	681	701	-0.265478	0.038516
12206	DT10_00011344	Dtak	0.4189	0.241	0.4536	0.176	0.192	-0.194	0.246	36.421875	0.319	0.385	524	544	-0.446507	0.082721
12207	DT10_00011355	Dtak	0.2835	0.3878	0.2834	0.3382	0.251	0.117	0.433	43.171875	0.557	0.507	2991	3073	-0.687439	0.054344
12208	DT10_00011357	Dtak	0.1898	0.4161	0.1907	0.4754	0.218	0.25	0.517	32.1875	0.695	0.567	331	339	-0.30944	0.103245
12209	DT10_00011359	Dtak	0.2048	0.4578	0.2	0.4058	0.261	0.261	0.531	24.953125	0.673	0.549	98	102	-0.573529	0.088235
12210	DT10_00011369	Dtak	0.2342	0.5766	0.0702	0.3889	0.264	0.575	0.736	13.53125	0.757	0.585	140	143	-0.681119	0.062937
12211	DT10_00011371	Dtak	0.1997	0.4501	0.143	0.5072	0.272	0.349	0.59	20.734375	0.73	0.559	936	980	-0.591327	0.077551
12212	DT10_00011372	Dtak	0.2222	0.4583	0.1546	0.4713	0.256	0.306	0.56	25.28125	0.704	0.543	818	836	-0.716029	0.058612
12213	DT10_00011373	Dtak	0.204	0.4917	0.1307	0.4746	0.277	0.321	0.568	21.703125	0.736	0.576	1114	1153	-0.680486	0.073721
12214	DT10_00011376	Dtak	0.3514	0.4392	0.3362	0.2547	0.289	0.053	0.426	47.03125	0.503	0.451	183	187	-0.713369	0.074866
12215	DT10_00011377	Dtak	0.2308	0.4556	0.0881	0.4967	0.215	0.38	0.61	19.421875	0.741	0.586	205	222	-0.805405	0.103604
12216	DT10_00011383	Dtak	0.3163	0.3469	0.2449	0.3933	0.283	0.11	0.427	39.921875	0.556	0.474	124	130	-0.129231	0.076923
12217	DT10_00011385	Dtak	0.5263	0.193	0.3778	0.2857	0.211	-0.241	0.229	47.09375	0.329	0.378	70	74	-1.047297	0.094595
12218	DT10_00011388	Dtak	0.4409	0.1864	0.4271	0.2376	0.162	-0.227	0.218	37.453125	0.316	0.398	266	275	-0.722546	0.094545
12219	DT10_00011390	Dtak	0.3198	0.3142	0.3168	0.3042	0.218	0.027	0.366	46.46875	0.488	0.508	662	681	-0.773568	0.048458
12220	DT10_00011391	Dtak	0.3185	0.3448	0.2883	0.3033	0.229	0.097	0.416	44.875	0.511	0.539	1255	1298	-1.176194	0.043914
12221	DT10_00011393	Dtak	0.245	0.3695	0.259	0.3221	0.2	0.14	0.419	42.859375	0.573	0.52	571	593	-0.098145	0.05059
12222	DT10_00011397	Dtak	0.3934	0.2459	0.3623	0.3231	0.272	-0.061	0.353	47.09375	0.424	0.429	85	87	-0.828736	0.057471
12223	DT10_00011401	Dtak	0.179	0.5185	0.1806	0.4142	0.297	0.355	0.596	21.375	0.717	0.565	389	408	-0.357843	0.095588
12224	DT10_00011402	Dtak	0.222	0.4589	0.1472	0.4236	0.268	0.306	0.549	25.46875	0.698	0.565	734	744	-0.323925	0.055108
12225	DT10_00011410	Dtak	0.2128	0.4463	0.2115	0.4302	0.266	0.276	0.547	30.46875	0.668	0.535	609	629	-0.551669	0.096979
12226	DT10_00011415	Dtak	0.2938	0.3395	0.2838	0.3764	0.23	0.105	0.429	40.15625	0.546	0.502	1618	1654	-0.65919	0.063482
12227	DT10_00011416	Dtak	0.2055	0.4688	0.1656	0.4215	0.287	0.339	0.579	21.484375	0.701	0.59	558	565	-0.390265	0.040708
12228	DT10_00011421	Dtak	0.4489	0.1978	0.4824	0.1843	0.192	-0.233	0.227	32.109375	0.285	0.375	551	564	-0.653192	0.06383
12229	DT10_00011424	Dtak	0.2019	0.5822	0.0865	0.377	0.289	0.492	0.673	13.40625	0.763	0.586	257	266	0.055639	0.052632
12230	DT10_00011425	Dtak	0.2026	0.4655	0.0694	0.4726	0.285	0.428	0.615	13	0.766	0.577	265	278	0.078058	0.079137
12231	DT10_00011428	Dtak	0.2574	0.4024	0.2618	0.3591	0.247	0.179	0.474	35.375	0.589	0.526	428	437	-0.532037	0.061785
12232	DT10_00011433	Dtak	0.3297	0.3116	0.3125	0.3287	0.186	0.016	0.372	45.125	0.486	0.427	323	343	0.252478	0.122449
12233	DT10_00011434	Dtak	0.2711	0.3948	0.2091	0.3815	0.228	0.188	0.479	31.765625	0.608	0.547	980	1014	-0.341913	0.094675
12234	DT10_00011436	Dtak	0.4772	0.203	0.3721	0.2203	0.196	-0.183	0.24	34.171875	0.318	0.394	699	722	-0.093075	0.083102
12235	DT10_00011441	Dtak	0.2879	0.3333	0.2925	0.3854	0.197	0.113	0.44	42.828125	0.54	0.438	150	156	0.569231	0.166667
12236	DT10_00011447	Dtak	0.3376	0.3631	0.2368	0.2429	0.253	0.06	0.367	47.09375	0.506	0.478	180	184	0.00163	0.081522
12237	DT10_00011449	Dtak	0.3125	0.2188	0.4127	0.2982	0.115	-0.131	0.273	47.09375	0.403	0.425	77	80	-0.45	0.05
12238	DT10_00011451	Dtak	0.242	0.3899	0.2424	0.3766	0.213	0.171	0.46	37.828125	0.607	0.558	1042	1076	-0.721468	0.038104
12239	DT10_00011452	Dtak	0.3165	0.3105	0.3044	0.2844	0.2	0.059	0.372	45.21875	0.484	0.502	570	586	-0.21587	0.05802
12240	DT10_00011455	Dtak	0.234	0.3966	0.1633	0.5014	0.256	0.278	0.542	30.6875	0.683	0.541	502	523	-0.341874	0.078394
12241	DT10_00011462	Dtak	0.2844	0.3211	0.322	0.3423	0.181	0.02	0.373	39.015625	0.514	0.49	142	149	-0.860403	0.080537
12242	DT10_00011465	Dtak	0.1905	0.5053	0.1341	0.4985	0.281	0.421	0.636	19.140625	0.746	0.56	473	491	-0.354786	0.09776
12243	DT10_00011467	Dtak	0.2158	0.4523	0.1974	0.3857	0.242	0.262	0.526	23.390625	0.666	0.586	293	298	-1.187248	0.077181
12244	DT10_00011472	Dtak	0.2242	0.4404	0.1578	0.4069	0.241	0.319	0.553	29.03125	0.678	0.544	566	599	0.343239	0.116861
12245	DT10_00011477	Dtak	0.4539	0.2057	0.4595	0.2171	0.203	-0.208	0.243	41	0.302	0.354	189	193	-0.227979	0.062176
12246	DT10_00011495	Dtak	0.3406	0.3102	0.3255	0.289	0.232	0.034	0.381	43.3125	0.466	0.48	1240	1283	-0.515121	0.109899
12247	DT10_00011503	Dtak	0.2404	0.4399	0.1593	0.4408	0.264	0.29	0.548	27.09375	0.679	0.554	473	487	-0.449487	0.082136
12248	DT10_00011504	Dtak	0.1812	0.4708	0.1773	0.3571	0.233	0.287	0.521	30.921875	0.693	0.577	528	548	0.037044	0.082117
12249	DT10_00011507	Dtak	0.3725	0.1943	0.3532	0.2884	0.162	-0.123	0.256	35.53125	0.386	0.437	285	295	0.456271	0.057627
12250	DT10_00011513	Dtak	0.4088	0.1572	0.4961	0.1913	0.17	-0.238	0.194	31.46875	0.269	0.407	175	181	0.140884	0.116022
12251	DT10_00011518	Dtak	0.2349	0.421	0.2195	0.3643	0.232	0.182	0.464	37.09375	0.627	0.549	1602	1649	-0.394057	0.051546
12252	DT10_00011519	Dtak	0.2593	0.3556	0.189	0.3719	0.184	0.193	0.467	42.328125	0.612	0.589	152	158	-0.877848	0.075949
12253	DT10_00011522	Dtak	0.1871	0.4532	0.2109	0.4087	0.235	0.277	0.533	27.625	0.68	0.573	687	699	-0.670673	0.054363
12254	DT10_00011528	Dtak	0.4615	0.2247	0.4055	0.2031	0.219	-0.199	0.245	36.40625	0.319	0.387	796	817	-0.375398	0.066095
12255	DT10_00011530	Dtak	0.1797	0.5346	0.1587	0.3873	0.261	0.358	0.583	23.71875	0.726	0.572	252	258	-0.799225	0.065891
12256	DT10_00011533	Dtak	0.4112	0.3059	0.4393	0.2	0.222	-0.148	0.291	35.8125	0.376	0.408	351	355	-0.696901	0.070423
12257	DT10_00011537	Dtak	0.2329	0.43	0.2074	0.4004	0.23	0.244	0.514	27.609375	0.648	0.558	755	775	-0.562194	0.067097
12258	DT10_00011540	Dtak	0.24	0.32	0.26	0.3061	0.169	0.047	0.339	20.390625	0.554	0.556	56	57	-1.135088	0.017544
12259	DT10_00011542	Dtak	0.0984	0.5561	0.072	0.4901	0.303	0.508	0.674	9.265625	0.854	0.618	487	508	0.216339	0.082677
12260	DT10_00011543	Dtak	0.182	0.487	0.1421	0.4524	0.283	0.346	0.573	22.71875	0.738	0.57	511	530	-0.429811	0.084906
12261	DT10_00011546	Dtak	0.2136	0.466	0.1685	0.3892	0.209	0.234	0.498	36.375	0.685	0.561	235	246	-0.602846	0.077236
